cluuq,HH_code,gps_latitude,gps_longitude,prov,dist,div,loc,locality,hh_grid,mini_grid,solar,exp_mnth,county,exp_annual,pw_final
,1090105011_22,-3.616921933,39.8547884,Coast,Kilifi,Bahari,Township,R,1.00E+00,0.00E+00,0.00E+00,,,13050,
,1090105011_21,-3.615087155,39.8578063,Coast,Kilifi,Bahari,Township,R,1.00E+00,0.00E+00,0.00E+00,,,223600,
,1090105011_23,-3.615266408,39.8570516,Coast,Kilifi,Bahari,Township,R,0.00E+00,0.00E+00,0.00E+00,,,59600,
1001_3,1090202021_09,-3.788574461,39.8223109,Coast,Kilifi,Kikambala,Junju,R,0.00E+00,0.00E+00,0.00E+00,8750,Kilifi,90940,1278.132446
1001_3,1090202021_11,-3.790159192,39.822565,Coast,Kilifi,Kikambala,Junju,R,1.00E+00,0.00E+00,0.00E+00,7850,Kilifi,36328,2666.44873
1001_3,1090202021_05,-3.789322265,39.8155183,Coast,Kilifi,Kikambala,Junju,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,90728,1278.132446
1001_3,1090202021_06,-3.78778718,39.8159816,Coast,Kilifi,Kikambala,Junju,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,28628,1278.132446
1001_3,1090202021_12,-3.788952078,39.8250021,Coast,Kilifi,Kikambala,Junju,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,8416,1278.132446
1001_3,1090202021_10,-3.785353469,39.823083,Coast,Kilifi,Kikambala,Junju,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,6664,1278.132446
1001_3,1090202021_01,-3.793682211,39.8203851,Coast,Kilifi,Kikambala,Junju,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,75164,1278.132446
1001_3,1090202021_02,-3.793061614,39.8139572,Coast,Kilifi,Kikambala,Junju,R,0.00E+00,0.00E+00,1.00E+00,,Kilifi,97328,1278.132446
1001_3,1090202021_03,-3.789992259,39.8193329,Coast,Kilifi,Kikambala,Junju,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,,1278.132446
1001_3,1090202021_08,-3.792478546,39.8267099,Coast,Kilifi,Kikambala,Junju,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,6838,1278.132446
1001_3,1090202021_04,-3.789524343,39.8208895,Coast,Kilifi,Kikambala,Junju,R,0.00E+00,0.00E+00,1.00E+00,,Kilifi,14528,1278.132446
1001_3,1090202021_13,-3.789788044,39.8217491,Coast,Kilifi,Kikambala,Junju,R,1.00E+00,0.00E+00,0.00E+00,9836,Kilifi,35328,2666.44873
1001_3,1090202021_07,-3.785718553,39.8188053,Coast,Kilifi,Kikambala,Junju,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,11816,1278.132446
100_13,8010801021_04,-1.215419314,36.802352,Nairobi,Westlands,Westlands,Highridge,U,1.00E+00,0.00E+00,1.00E+00,102664,Nairobi,150000,7076.241211
100_13,8010801021_05,-1.216370233,36.8028051,Nairobi,Westlands,Westlands,Highridge,U,1.00E+00,0.00E+00,1.00E+00,266920,,1300000,
100_13,8010801021_03,-1.21778559,36.8237385,Nairobi,Westlands,Westlands,Highridge,U,1.00E+00,0.00E+00,0.00E+00,315576,Nairobi,7992,7076.241211
100_13,8010801021_01,-1.218447103,36.796076,Nairobi,Westlands,Westlands,Highridge,U,1.00E+00,0.00E+00,0.00E+00,206216,Nairobi,1776,7076.241211
100_13,8010801021_02,-1.21818622,36.7961669,Nairobi,Westlands,Westlands,Highridge,U,1.00E+00,0.00E+00,0.00E+00,138376,Nairobi,201000,7076.241211
1026_3,1090402012_06,-3.647767042,39.673014,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,18500,1616.029541
1026_3,1090402012_02,-3.647590855,39.6637127,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,1.00E+00,,Kilifi,27500,1616.029541
1026_3,1090402012_12,-3.653243697,39.6682798,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,7416,1616.029541
1026_3,1090402012_04,-3.649179767,39.6677178,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,22300,1616.029541
1026_3,1090402012_10,-3.654583751,39.6733584,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,12216,1616.029541
1026_3,1090402012_07,-3.649093405,39.6734809,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,54200,1616.029541
1026_3,1090402012_09,-3.650882662,39.6676716,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,1.00E+00,,Kilifi,7904,1616.029541
1026_3,1090402012_05,-3.642935042,39.6632972,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,20200,1616.029541
1026_3,1090402012_03,-3.647331095,39.6665424,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,,1616.029541
1026_3,1090402012_11,-3.644194005,39.6730409,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,6068,1616.029541
1026_3,1090402012_01,-3.647367952,39.662693,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,27000,1616.029541
1026_3,1090402012_08,-3.642927659,39.6629066,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,20600,1616.029541
1027_2,1090402021_01,-3.564887414,39.6530522,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,11544,1248.24353
1027_2,1090402021_08,-3.595598197,39.6656976,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,36155,1248.24353
1027_2,1090402021_12,-3.593060068,39.6581459,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,21305,1248.24353
1027_2,1090402021_06,-3.592774422,39.6659414,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,44155,1248.24353
1027_2,1090402021_09,-3.588584879,39.6682617,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,1.00E+00,,Kilifi,8218,1248.24353
1027_2,1090402021_04,-3.570968268,39.6361682,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,1.00E+00,,Kilifi,10656,1248.24353
1027_2,1090402021_03,-3.571260758,39.6374329,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Laikipia,11544,1656.789551
1027_2,1090402021_07,-3.596936621,39.6722036,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,10527,1248.24353
1027_2,1090402021_10,-3.581035475,39.6504621,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,14616,1248.24353
1027_2,1090402021_02,-3.565842668,39.6378709,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,11544,1248.24353
1027_2,1090402021_11,-3.577165253,39.6552114,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,26246,1248.24353
1027_2,1090402021_05,-3.594049597,39.6576143,Coast,Kilifi,Ganze,Palakumi,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,24566,1248.24353
1029_3,1090403021_07,-3.472047066,39.6197452,Coast,Kilifi,Ganze,Dungicha,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,11544,1248.24353
1029_3,1090403021_01,-3.463259573,39.6266349,Coast,Kilifi,Ganze,Dungicha,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,2970,1248.24353
1029_3,1090403021_08,-3.470671637,39.6197477,Coast,Kilifi,Ganze,Dungicha,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,19544,1248.24353
1029_3,1090403021_04,-3.470554541,39.619652,Coast,Kilifi,Ganze,Dungicha,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,9926,1248.24353
1029_3,1090403021_11,-3.464772776,39.6351393,Coast,Kilifi,Ganze,Dungicha,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,290,1248.24353
1029_3,1090403021_05,-3.463258942,39.6266157,Coast,Kilifi,Ganze,Dungicha,R,0.00E+00,0.00E+00,1.00E+00,,Kilifi,11544,1248.24353
1029_3,1090403021_03,-3.472048232,39.6198009,Coast,Kilifi,Ganze,Dungicha,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,9726,1248.24353
1029_3,1090403021_10,-3.461178999,39.6288261,Coast,Kilifi,Ganze,Dungicha,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,6114,1248.24353
1029_3,1090403021_06,-3.467574258,39.6218293,Coast,Kilifi,Ganze,Dungicha,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,11544,1248.24353
1029_3,1090403021_02,-3.464443907,39.6256035,Coast,Kilifi,Ganze,Dungicha,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,3738,1248.24353
1029_3,1090403021_09,-3.460648607,39.6291187,Coast,Kilifi,Ganze,Dungicha,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,43776,1248.24353
1029_3,1090403021_12,-3.470345838,39.6347762,Coast,Kilifi,Ganze,Dungicha,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,18688,1248.24353
1037_5,1090903011_05,-3.874621527,39.6672057,Coast,Kaloleni,Kaloleni,Kambe,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,82000,881.6063232
1037_5,1090903011_09,-3.87231549,39.6666132,Coast,Kaloleni,Kaloleni,Kambe,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,46500,881.6063232
1037_5,1090903011_02,-3.861338032,39.6695605,Coast,Kaloleni,Kaloleni,Kambe,R,1.00E+00,0.00E+00,0.00E+00,,Kilifi,5000,2643.824463
1037_5,1090903011_07,-3.874079552,39.6674153,Coast,Kaloleni,Kaloleni,Kambe,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,55000,881.6063232
1037_5,1090903011_06,-3.874005576,39.6675135,Coast,Kaloleni,Kaloleni,Kambe,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,58000,881.6063232
1037_5,1090903011_08,-3.874303378,39.668288,Coast,Kaloleni,Kaloleni,Kambe,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,6900,881.6063232
1037_5,1090903011_12,-3.874314361,39.6681936,Coast,Kaloleni,Kaloleni,Kambe,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,82500,881.6063232
1037_5,1090903011_16,-3.875250142,39.6695778,Coast,Kaloleni,Kaloleni,Kambe,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,77500,881.6063232
1037_5,1090903011_10,-3.876562493,39.6684423,Coast,Kaloleni,Kaloleni,Kambe,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,4000,881.6063232
1037_5,1090903011_03,-3.861131425,39.6710411,Coast,Kaloleni,Kaloleni,Kambe,R,1.00E+00,0.00E+00,0.00E+00,,Kilifi,46800,2643.824463
1037_5,1090903011_04,-3.8602399,39.6727554,Coast,Kaloleni,Kaloleni,Kambe,R,1.00E+00,0.00E+00,0.00E+00,,Kilifi,62350,2643.824463
1037_5,1090903011_15,-3.875006818,39.6690203,Coast,Kaloleni,Kaloleni,Kambe,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,99000,881.6063232
1037_5,1090903011_13,-3.873050719,39.6675124,Coast,Kaloleni,Kaloleni,Kambe,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,112200,881.6063232
1037_5,1090903011_11,-3.875485182,39.6668111,Coast,Kaloleni,Kaloleni,Kambe,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,157000,881.6063232
1037_5,1090903011_14,-3.874794056,39.6686929,Coast,Kaloleni,Kaloleni,Kambe,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,18000,881.6063232
1037_5,1090903011_01,-3.864264616,39.6707716,Coast,Kaloleni,Kaloleni,Kambe,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,23891,881.6063232
1064_11,1090901011_05,-3.818086694,39.6281994,Coast,Kaloleni,Kaloleni,Kaloleni,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,10930,735.1928711
1064_11,1090901011_10,-3.83034592,39.6320081,Coast,Kaloleni,Kaloleni,Kaloleni,U,0.00E+00,0.00E+00,0.00E+00,,Kilifi,5926,1286.587524
1064_11,1090901011_11,-3.827860411,39.6276439,Coast,Kaloleni,Kaloleni,Kaloleni,U,1.00E+00,0.00E+00,1.00E+00,,Kilifi,5238,735.1928711
1064_11,1090901011_02,-3.826510091,39.6292774,Coast,Kaloleni,Kaloleni,Kaloleni,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,10088,735.1928711
1064_11,1090901011_06,-3.82031702,39.6283824,Coast,Kaloleni,Kaloleni,Kaloleni,U,0.00E+00,0.00E+00,1.00E+00,,Kilifi,8976,1286.587524
1064_11,1090901011_09,-3.833348527,39.6295857,Coast,Kaloleni,Kaloleni,Kaloleni,U,1.00E+00,0.00E+00,1.00E+00,,Kilifi,9800,735.1928711
1064_11,1090901011_08,-3.822226313,39.6354581,Coast,Kaloleni,Kaloleni,Kaloleni,U,1.00E+00,0.00E+00,1.00E+00,,Kilifi,6930,735.1928711
1064_11,1090901011_07,-3.819483758,39.6319475,Coast,Kaloleni,Kaloleni,Kaloleni,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,3148,735.1928711
1064_11,1090901011_01,-3.827368618,39.628294,Coast,Kaloleni,Kaloleni,Kaloleni,U,0.00E+00,0.00E+00,0.00E+00,,Kilifi,5138,1286.587524
1064_11,1090901011_04,-3.817833324,39.6317806,Coast,Kaloleni,Kaloleni,Kaloleni,U,0.00E+00,0.00E+00,0.00E+00,,Kilifi,4538,1286.587524
1064_11,1090901011_03,-3.825114512,39.6296127,Coast,Kaloleni,Kaloleni,Kaloleni,U,0.00E+00,0.00E+00,0.00E+00,,Kilifi,2588,1286.587524
1064_11,1090901011_12,-3.830612922,39.6281539,Coast,Kaloleni,Kaloleni,Kaloleni,U,1.00E+00,0.00E+00,0.00E+00,4580,Kilifi,6350,735.1928711
1064_3,1090901012_01,-3.803139224,39.6354605,Coast,Kaloleni,Kaloleni,Kaloleni,U,0.00E+00,0.00E+00,0.00E+00,,Kilifi,3638,1929.881226
1064_3,1090901012_03,-3.808945019,39.6283808,Coast,Kaloleni,Kaloleni,Kaloleni,U,0.00E+00,0.00E+00,1.00E+00,,Kilifi,6900,1929.881226
1064_3,1090901012_02,-3.804308447,39.631981,Coast,Kaloleni,Kaloleni,Kaloleni,U,0.00E+00,0.00E+00,0.00E+00,,Kilifi,7538,1929.881226
1064_3,1090901012_07,-3.813640461,39.6358717,Coast,Kaloleni,Kaloleni,Kaloleni,U,1.00E+00,0.00E+00,1.00E+00,,Kilifi,7060,964.9406128
1064_3,1090901012_08,-3.807855966,39.6350383,Coast,Kaloleni,Kaloleni,Kaloleni,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,4420,964.9406128
1064_3,1090901012_04,-3.810584544,39.6339799,Coast,Kaloleni,Kaloleni,Kaloleni,U,1.00E+00,0.00E+00,0.00E+00,2000,Kilifi,6230,964.9406128
1064_3,1090901012_05,-3.814225253,39.6293104,Coast,Kaloleni,Kaloleni,Kaloleni,U,1.00E+00,0.00E+00,0.00E+00,2320,Kilifi,6911,964.9406128
1064_3,1090901012_06,-3.803075258,39.6383939,Coast,Kaloleni,Kaloleni,Kaloleni,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,6800,964.9406128
1064_3,1090901012_09,-3.814649898,39.6308533,Coast,Kaloleni,Kaloleni,Kaloleni,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,7768,964.9406128
1085_3,1091002031_02,-3.960329795,39.552536,Coast,Kaloleni,Rabai,Rabai,U,1.00E+00,0.00E+00,0.00E+00,9350,Kilifi,79800,1473.727539
1085_3,1091002031_06,-3.958410658,39.5515944,Coast,Kaloleni,Rabai,Rabai,U,1.00E+00,0.00E+00,0.00E+00,8288,Kilifi,67676,1473.727539
1085_3,1091002031_08,-3.958742471,39.5493133,Coast,Kaloleni,Rabai,Rabai,U,0.00E+00,0.00E+00,1.00E+00,1950,Kilifi,78288,842.1300659
1085_3,1091002031_03,-3.964476567,39.5505636,Coast,Kaloleni,Rabai,Rabai,U,1.00E+00,0.00E+00,0.00E+00,3500,Kilifi,,1473.727539
1085_3,1091002031_10,-3.963979708,39.552055,Coast,Kaloleni,Rabai,Rabai,U,1.00E+00,0.00E+00,0.00E+00,5700,Kilifi,70470,1473.727539
1085_3,1091002031_09,-3.959077786,39.549191,Coast,Kaloleni,Rabai,Rabai,U,0.00E+00,0.00E+00,1.00E+00,,Kilifi,38164,842.1300659
1085_3,1091002031_04,-3.965598858,39.5485936,Coast,Kaloleni,Rabai,Rabai,U,0.00E+00,0.00E+00,1.00E+00,,Kilifi,23826,842.1300659
1085_3,1091002031_01,-3.96065677,39.5522382,Coast,Kaloleni,Rabai,Rabai,U,1.00E+00,0.00E+00,1.00E+00,15476,Kilifi,74088,1473.727539
1085_3,1091002031_05,-3.955997827,39.5501553,Coast,Kaloleni,Rabai,Rabai,P,0.00E+00,0.00E+00,0.00E+00,,Kilifi,3320,56.10704803
1085_3,1091002031_07,-3.95757661,39.5562991,Coast,Kaloleni,Rabai,Rabai,U,0.00E+00,0.00E+00,0.00E+00,,Kilifi,8938,842.1300659
1090_17,1091101011_21,-3.848590941,39.4523041,Coast,Kaloleni,Mariakani,Mariakani,P,0.00E+00,0.00E+00,1.00E+00,,Kilifi,52388,18.22948647
1090_17,1091101011_02,-3.857459097,39.4635769,Coast,Kaloleni,Mariakani,Mariakani,P,1.00E+00,0.00E+00,0.00E+00,5438,Kilifi,18452,18.22948647
1090_17,1091101011_12,-3.859674446,39.4646185,Coast,Kaloleni,Mariakani,Mariakani,P,1.00E+00,0.00E+00,0.00E+00,,Kilifi,21700,18.22948647
1090_17,1091101011_09,-3.854223751,39.4595786,Coast,Kaloleni,Mariakani,Mariakani,P,1.00E+00,0.00E+00,0.00E+00,,Kilifi,133500,18.22948647
1090_17,1091101011_17,-3.852159799,39.4586118,Coast,Kaloleni,Mariakani,Mariakani,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,69500,273.6126404
1090_17,1091101011_06,-3.857985181,39.4656747,Coast,Kaloleni,Mariakani,Mariakani,P,0.00E+00,0.00E+00,0.00E+00,5060,Kilifi,30288,18.22948647
1090_17,1091101011_18,-3.850140412,39.4565307,Coast,Kaloleni,Mariakani,Mariakani,U,1.00E+00,0.00E+00,0.00E+00,5388,Kilifi,20052,273.6126404
1090_17,1091101011_08,-3.858828709,39.4666282,Coast,Kaloleni,Mariakani,Mariakani,P,1.00E+00,0.00E+00,0.00E+00,14400,Kilifi,94088,18.22948647
1090_17,1091101011_05,-3.858187978,39.4634666,Coast,Kaloleni,Mariakani,Mariakani,P,1.00E+00,0.00E+00,0.00E+00,6188,Kilifi,112552,18.22948647
1090_17,1091101011_10,-3.85764187,39.4627779,Coast,Kaloleni,Mariakani,Mariakani,P,0.00E+00,0.00E+00,0.00E+00,4838,Kilifi,49200,18.22948647
1090_17,1091101011_04,-3.858204606,39.4630565,Coast,Kaloleni,Mariakani,Mariakani,P,1.00E+00,0.00E+00,0.00E+00,7025,Kilifi,64940,18.22948647
1090_17,1091101011_23,-3.848611405,39.4533317,Coast,Kaloleni,Mariakani,Mariakani,P,0.00E+00,0.00E+00,1.00E+00,,Kilifi,194000,18.22948647
1090_17,1091101011_01,-3.858594796,39.4639635,Coast,Kaloleni,Mariakani,Mariakani,P,1.00E+00,0.00E+00,0.00E+00,,Kilifi,44680,18.22948647
1090_17,1091101011_20,-3.849117406,39.4509978,Coast,Kaloleni,Mariakani,Mariakani,P,0.00E+00,0.00E+00,0.00E+00,,Kilifi,26200,18.22948647
1090_17,1091101011_16,-3.849216229,39.4505448,Coast,Kaloleni,Mariakani,Mariakani,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,7380,18.22948647
1090_17,1091101011_22,-3.849013953,39.4524849,Coast,Kaloleni,Mariakani,Mariakani,P,0.00E+00,0.00E+00,0.00E+00,,Kilifi,69388,18.22948647
1090_17,1091101011_03,-3.857575288,39.4637043,Coast,Kaloleni,Mariakani,Mariakani,P,1.00E+00,0.00E+00,0.00E+00,4788,Kilifi,110412,18.22948647
1090_17,1091101011_14,-3.852395908,39.4549441,Coast,Kaloleni,Mariakani,Mariakani,P,1.00E+00,0.00E+00,0.00E+00,18576,Kilifi,3552,18.22948647
1090_17,1091101011_15,-3.853063985,39.4518885,Coast,Kaloleni,Mariakani,Mariakani,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,6400,18.22948647
1090_17,1091101011_13,-3.851008564,39.4557274,Coast,Kaloleni,Mariakani,Mariakani,P,1.00E+00,0.00E+00,0.00E+00,,Kilifi,75328,18.22948647
1090_17,1091101011_11,-3.858740524,39.4656238,Coast,Kaloleni,Mariakani,Mariakani,P,0.00E+00,0.00E+00,0.00E+00,,Kilifi,22450,18.22948647
1090_17,1091101011_19,-3.851214917,39.4511941,Coast,Kaloleni,Mariakani,Mariakani,P,0.00E+00,0.00E+00,0.00E+00,,Kilifi,40400,18.22948647
1090_17,1091101011_07,-3.860287179,39.4651521,Coast,Kaloleni,Mariakani,Mariakani,P,1.00E+00,0.00E+00,0.00E+00,,Kilifi,51888,18.22948647
1090_20,1091101012_06,-3.874612411,39.4905133,Coast,Kaloleni,Mariakani,Mariakani,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,80274,629.3091431
1090_20,1091101012_02,-3.87965754,39.4880152,Coast,Kaloleni,Mariakani,Mariakani,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,46543,629.3091431
1090_20,1091101012_10,-3.87127845,39.4910154,Coast,Kaloleni,Mariakani,Mariakani,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,24552,41.92782211
1090_20,1091101012_08,-3.87050343,39.4933314,Coast,Kaloleni,Mariakani,Mariakani,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,1776,41.92782211
1090_20,1091101012_04,-3.874136378,39.4918388,Coast,Kaloleni,Mariakani,Mariakani,U,0.00E+00,0.00E+00,0.00E+00,,Kilifi,10330,629.3091431
1090_20,1091101012_03,-3.880229874,39.4878926,Coast,Kaloleni,Mariakani,Mariakani,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,86331,629.3091431
1090_20,1091101012_07,-3.870580487,39.4951909,Coast,Kaloleni,Mariakani,Mariakani,R,0.00E+00,0.00E+00,1.00E+00,,Kilifi,45552,41.92782211
1090_20,1091101012_01,-3.879509228,39.4871866,Coast,Kaloleni,Mariakani,Mariakani,U,1.00E+00,0.00E+00,0.00E+00,7411,Kilifi,19276,629.3091431
1090_20,1091101012_05,-3.874613249,39.4917354,Coast,Kaloleni,Mariakani,Mariakani,U,0.00E+00,0.00E+00,1.00E+00,,Kilifi,56330,629.3091431
1090_20,1091101012_09,-3.869688923,39.4915012,Coast,Kaloleni,Mariakani,Mariakani,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,17426,41.92782211
1093_7,1091102021_06,-3.675827571,39.6184951,Coast,Kaloleni,Mariakani,Mwanamwinga,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,21000,1248.24353
1093_7,1091102021_07,-3.677066252,39.6243951,Coast,Kaloleni,Mariakani,Mwanamwinga,R,0.00E+00,0.00E+00,1.00E+00,,Kilifi,6400,1248.24353
1093_7,1091102021_01,-3.675272604,39.6158099,Coast,Kaloleni,Mariakani,Mwanamwinga,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,34840,1248.24353
1093_7,1091102021_12,-3.683987817,39.6225146,Coast,Kaloleni,Mariakani,Mwanamwinga,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,19576,1248.24353
1093_7,1091102021_10,-3.671667707,39.6385255,Coast,Kaloleni,Mariakani,Mwanamwinga,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,20200,1248.24353
1093_7,1091102021_03,-3.677334861,39.6241184,Coast,Kaloleni,Mariakani,Mwanamwinga,R,0.00E+00,0.00E+00,1.00E+00,,Kilifi,15304,1248.24353
1093_7,1091102021_08,-3.670064349,39.6307798,Coast,Kaloleni,Mariakani,Mwanamwinga,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,10000,1248.24353
1093_7,1091102021_02,-3.6746678,39.616041,Coast,Kaloleni,Mariakani,Mwanamwinga,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,10266,1248.24353
1093_7,1091102021_05,-3.679651857,39.6166638,Coast,Kaloleni,Mariakani,Mwanamwinga,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,600,1248.24353
1093_7,1091102021_11,-3.668311162,39.6347475,Coast,Kaloleni,Mariakani,Mwanamwinga,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,8000,1248.24353
1093_7,1091102021_04,-3.668810856,39.6324324,Coast,Kaloleni,Mariakani,Mwanamwinga,R,0.00E+00,0.00E+00,1.00E+00,,Kilifi,10080,1248.24353
1093_7,1091102021_09,-3.671008833,39.638291,Coast,Kaloleni,Mariakani,Mwanamwinga,R,0.00E+00,0.00E+00,0.00E+00,,Kilifi,18900,1248.24353
1098_12,1091201021_02,-3.202022748,40.1057711,Coast,Malindi,Malindi,Malindi Town,U,1.00E+00,0.00E+00,0.00E+00,26364,Kilifi,155652,818.7376099
1098_12,1091201021_08,-3.204305792,40.1120888,Coast,Malindi,Malindi,Malindi Town,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,25800,818.7376099
1098_12,1091201021_06,-3.207624381,40.1097254,Coast,Malindi,Malindi,Malindi Town,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,54350,818.7376099
1098_12,1091201021_04,-3.204606366,40.1092683,Coast,Malindi,Malindi,Malindi Town,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,63300,818.7376099
1098_12,1091201021_07,-3.204320453,40.1104782,Coast,Malindi,Malindi,Malindi Town,U,0.00E+00,0.00E+00,0.00E+00,,Kilifi,42180,4210.650391
1098_12,1091201021_10,-3.201725403,40.1064705,Coast,Malindi,Malindi,Malindi Town,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,68350,818.7376099
1098_12,1091201021_05,-3.205329107,40.112252,Coast,Malindi,Malindi,Malindi Town,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,41400,818.7376099
1098_12,1091201021_09,-3.202357428,40.1064682,Coast,Malindi,Malindi,Malindi Town,U,1.00E+00,0.00E+00,0.00E+00,3990,Kilifi,12000,818.7376099
1098_12,1091201021_03,-3.201863555,40.1059146,Coast,Malindi,Malindi,Malindi Town,U,1.00E+00,0.00E+00,1.00E+00,,Kilifi,64216,818.7376099
1098_12,1091201021_01,-3.202635052,40.1058041,Coast,Malindi,Malindi,Malindi Town,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,287716,818.7376099
1098_4,1091201022_05,-3.181550057,40.1101182,Coast,Malindi,Malindi,Malindi Town,U,1.00E+00,0.00E+00,0.00E+00,,Kilifi,29800,1157.928711
1098_4,1091201022_09,-3.185297816,40.1117643,Coast,Malindi,Malindi,Malindi Town,U,0.00E+00,0.00E+00,0.00E+00,2200,Kilifi,17500,827.09198
