cluuq,HH_code,gps_latitude,gps_longitude,prov,dist,div,loc,locality,hh_grid,mini_grid,solar,exp_mnth,county,exp_annual,pw_final
1810_1,3151904011_09,0.234984157,37.9409919,Eastern,Igembe,Igembe Central,Maua,U,1.00E+00,0.00E+00,0.00E+00,11150,Meru,61276,2632.013672
1810_1,3151904011_06,0.232890869,37.9412587,Eastern,Igembe,Igembe Central,Maua,U,1.00E+00,0.00E+00,0.00E+00,7500,Meru,11700,2632.013672
1810_1,3151904011_04,0.232593442,37.9402271,Eastern,Igembe,Igembe Central,Maua,U,1.00E+00,0.00E+00,0.00E+00,,Meru,150500,2632.013672
1810_1,3151904011_02,0.234074288,37.940643,Eastern,Igembe,Igembe Central,Maua,U,1.00E+00,0.00E+00,0.00E+00,9200,Meru,,2632.013672
1853_3,3152404011_04,0.135081447,37.9545153,Eastern,Igembe,Igembe South Wes,Nduguto,R,0.00E+00,0.00E+00,0.00E+00,,Meru,17000,4865.153809
1853_3,3152404011_01,0.1361766,37.9540114,Eastern,Igembe,Igembe South Wes,Nduguto,R,0.00E+00,0.00E+00,0.00E+00,,Meru,50000,4865.153809
1853_3,3152404011_08,0.136676334,37.9557274,Eastern,Igembe,Igembe South Wes,Nduguto,R,0.00E+00,0.00E+00,0.00E+00,,Meru,7000,4865.153809
1853_3,3152404011_05,0.135489055,37.954799,Eastern,Igembe,Igembe South Wes,Nduguto,R,0.00E+00,0.00E+00,0.00E+00,,Meru,3700,4865.153809
1853_3,3152404011_03,0.135339806,37.9546844,Eastern,Igembe,Igembe South Wes,Nduguto,R,0.00E+00,0.00E+00,0.00E+00,,Meru,2500,4865.153809
1853_3,3152404011_10,0.134480125,37.9546222,Eastern,Igembe,Igembe South Wes,Nduguto,R,0.00E+00,0.00E+00,0.00E+00,,Meru,31900,4865.153809
1853_3,3152404011_12,0.137603515,37.9550616,Eastern,Igembe,Igembe South Wes,Nduguto,R,0.00E+00,0.00E+00,0.00E+00,,Meru,8780,4865.153809
1853_3,3152404011_02,0.135738923,37.9545543,Eastern,Igembe,Igembe South Wes,Nduguto,R,0.00E+00,0.00E+00,1.00E+00,,Meru,110500,4865.153809
1853_3,3152404011_13,0.137010813,37.9561898,Eastern,Igembe,Igembe South Wes,Nduguto,R,0.00E+00,0.00E+00,0.00E+00,,Meru,285097,4865.153809
1853_3,3152404011_09,0.13522341,37.955196,Eastern,Igembe,Igembe South Wes,Nduguto,R,0.00E+00,0.00E+00,0.00E+00,,Meru,93000,4865.153809
1853_3,3152404011_07,0.135292896,37.9543005,Eastern,Igembe,Igembe South Wes,Nduguto,R,0.00E+00,0.00E+00,0.00E+00,,Meru,14000,4865.153809
1853_3,3152404011_11,0.134809714,37.9546985,Eastern,Igembe,Igembe South Wes,Nduguto,R,0.00E+00,0.00E+00,0.00E+00,,Meru,28460,4865.153809
1853_3,3152404011_06,0.136892178,37.9561499,Eastern,Igembe,Igembe South Wes,Nduguto,R,0.00E+00,0.00E+00,1.00E+00,,Meru,7000,4865.153809
1891_2,3152902011_01,0.148672774,37.7893792,Eastern,Tigania,Tigania West,Miathene,R,0.00E+00,0.00E+00,0.00E+00,,Meru,35300,2463.163574
1891_2,3152902011_04,0.146402409,37.7891138,Eastern,Tigania,Tigania West,Miathene,R,0.00E+00,0.00E+00,0.00E+00,,Meru,18952,2463.163574
1891_2,3152902011_12,0.140952262,37.7896208,Eastern,Tigania,Tigania West,Miathene,R,0.00E+00,0.00E+00,0.00E+00,,Meru,4300,2463.163574
1891_2,3152902011_03,0.14456232,37.7914305,Eastern,Tigania,Tigania West,Miathene,R,0.00E+00,0.00E+00,0.00E+00,,Meru,93500,2463.163574
1891_2,3152902011_07,0.148786279,37.7890319,Eastern,Tigania,Tigania West,Miathene,R,0.00E+00,0.00E+00,0.00E+00,,Meru,32000,2463.163574
1891_2,3152902011_10,0.148989427,37.7888858,Eastern,Tigania,Tigania West,Miathene,R,0.00E+00,0.00E+00,1.00E+00,,Meru,37888,2463.163574
1891_2,3152902011_05,0.14459517,37.7899605,Eastern,Tigania,Tigania West,Miathene,R,0.00E+00,0.00E+00,0.00E+00,,Meru,80692,2463.163574
1891_2,3152902011_02,0.145059584,37.7905848,Eastern,Tigania,Tigania West,Miathene,R,1.00E+00,0.00E+00,0.00E+00,9088,Meru,39400,12192.66016
1891_2,3152902011_09,0.149822577,37.7894373,Eastern,Tigania,Tigania West,Miathene,R,0.00E+00,0.00E+00,0.00E+00,,Meru,3000,2463.163574
1891_2,3152902011_06,0.141235189,37.7922072,Eastern,Tigania,Tigania West,Miathene,R,0.00E+00,0.00E+00,1.00E+00,,Meru,16952,2463.163574
1891_2,3152902011_13,0.150273767,37.7894922,Eastern,Tigania,Tigania West,Miathene,R,0.00E+00,0.00E+00,0.00E+00,,Meru,43100,2463.163574
1891_2,3152902011_08,0.142211279,37.7897995,Eastern,Tigania,Tigania West,Miathene,R,1.00E+00,0.00E+00,0.00E+00,,Meru,14000,12192.66016
1891_2,3152902011_11,0.14417534,37.7919223,Eastern,Tigania,Tigania West,Miathene,R,0.00E+00,0.00E+00,1.00E+00,,Meru,68308,2463.163574
1965_1,3152604021_04,0.026213154,37.9093092,Eastern,Tigania,Tigania East,Igarii,R,0.00E+00,0.00E+00,1.00E+00,,Tharaka-Nithi,57728,4995.896973
1965_1,3152604021_03,0.02620416,37.9092857,Eastern,Tigania,Tigania East,Igarii,R,0.00E+00,0.00E+00,0.00E+00,,Tharaka-Nithi,19500,4995.896973
1965_1,3152604021_02,0.026157159,37.9093984,Eastern,Tigania,Tigania East,Igarii,R,0.00E+00,0.00E+00,1.00E+00,,Tharaka-Nithi,16700,4995.896973
1965_1,3152604021_06,0.02616826,37.9092238,Eastern,Tigania,Tigania East,Igarii,R,0.00E+00,0.00E+00,1.00E+00,,Tharaka-Nithi,30826,4995.896973
1965_1,3152604021_05,0.026135616,37.9093848,Eastern,Tigania,Tigania East,Igarii,R,0.00E+00,0.00E+00,1.00E+00,,Tharaka-Nithi,21776,4995.896973
1965_1,3160907021_02,0.026402735,37.9096354,Eastern,Tharaka,North-Tharaka,Thiiti,R,0.00E+00,0.00E+00,1.00E+00,,Tharaka-Nithi,63450,4995.896973
1965_1,3152604021_07,0.026137717,37.9092622,Eastern,Tigania,Tigania East,Igarii,R,0.00E+00,0.00E+00,0.00E+00,,Tharaka-Nithi,15526,4995.896973
1965_1,3152604021_01,0.026093107,37.9095203,Eastern,Tigania,Tigania East,Igarii,R,0.00E+00,0.00E+00,1.00E+00,,Tharaka-Nithi,40000,4995.896973
1965_1,3160907021_01,0.026639386,37.9094237,Eastern,Tharaka,North-Tharaka,Thiiti,R,0.00E+00,0.00E+00,0.00E+00,,Tharaka-Nithi,303000,4995.896973
1981_1,3170101011_10,-0.541870642,37.4605659,Eastern,Embu,Central,Municipality,U,1.00E+00,0.00E+00,0.00E+00,7800,Embu,76000,617.6640625
1981_1,3170101011_08,-0.541805095,37.4512425,Eastern,Embu,Central,Municipality,U,1.00E+00,0.00E+00,0.00E+00,4350,Embu,5500,617.6640625
1981_1,3170101011_02,-0.542827641,37.4518137,Eastern,Embu,Central,Municipality,U,1.00E+00,0.00E+00,0.00E+00,,Embu,500000,617.6640625
1981_1,3170101011_01,-0.537785801,37.4536485,Eastern,Embu,Central,Municipality,U,1.00E+00,0.00E+00,0.00E+00,,Embu,11544,617.6640625
1981_1,3170101011_07,-0.541720003,37.4596327,Eastern,Embu,Central,Municipality,U,1.00E+00,0.00E+00,0.00E+00,8880,Embu,18876,617.6640625
1981_1,3170101011_09,-0.543806931,37.4503123,Eastern,Embu,Central,Municipality,U,1.00E+00,0.00E+00,0.00E+00,7600,Embu,30000,617.6640625
1981_1,3170101011_04,-0.54431171,37.4545778,Eastern,Embu,Central,Municipality,U,1.00E+00,0.00E+00,0.00E+00,9976,Embu,44440,617.6640625
1981_1,3170101011_03,-0.545047426,37.4518236,Eastern,Embu,Central,Municipality,U,1.00E+00,0.00E+00,0.00E+00,,Embu,61000,617.6640625
1981_1,3170101011_13,-0.544881814,37.4596437,Eastern,Embu,Central,Municipality,U,1.00E+00,0.00E+00,0.00E+00,10180,Embu,52100,617.6640625
1981_1,3170101011_11,-0.541607939,37.453076,Eastern,Embu,Central,Municipality,U,1.00E+00,0.00E+00,0.00E+00,33888,Embu,477000,617.6640625
1981_1,3170101011_05,-0.540410006,37.4515121,Eastern,Embu,Central,Municipality,U,1.00E+00,0.00E+00,0.00E+00,28000,Embu,90388,617.6640625
1981_1,3170101011_06,-0.540546831,37.4540386,Eastern,Embu,Central,Municipality,U,1.00E+00,0.00E+00,0.00E+00,10488,Embu,30164,617.6640625
1981_1,3170101011_12,-0.546061795,37.4585573,Eastern,Embu,Central,Municipality,U,0.00E+00,0.00E+00,0.00E+00,5348,Embu,41976,2569.482422
19_4,8010203011_11,-1.311124216,36.7911967,Nairobi,Nairobi West,Kibera,Laini Saba,U,1.00E+00,0.00E+00,0.00E+00,5440,Nairobi,7800,2948.433838
19_4,8010203011_09,-1.311338637,36.7911853,Nairobi,Nairobi West,Kibera,Laini Saba,U,1.00E+00,0.00E+00,0.00E+00,2450,Nairobi,600,2948.433838
19_4,8010203011_08,-1.310622026,36.7900503,Nairobi,Nairobi West,Kibera,Laini Saba,U,1.00E+00,0.00E+00,0.00E+00,3530,Nairobi,15500,2948.433838
19_4,8010203011_06,-1.311177841,36.7908981,Nairobi,Nairobi West,Kibera,Laini Saba,U,1.00E+00,0.00E+00,0.00E+00,7880,Nairobi,46850,2948.433838
19_4,8010203011_04,-1.310758026,36.7902073,Nairobi,Nairobi West,Kibera,Laini Saba,U,1.00E+00,0.00E+00,0.00E+00,7614,Nairobi,10426,2948.433838
19_4,8010203011_12,-1.311227488,36.7913983,Nairobi,Nairobi West,Kibera,Laini Saba,U,0.00E+00,0.00E+00,0.00E+00,,Nairobi,69876,2948.433838
19_4,8010203011_01,-1.311341275,36.7906107,Nairobi,Nairobi West,Kibera,Laini Saba,U,1.00E+00,0.00E+00,0.00E+00,8936,Nairobi,59776,2948.433838
19_4,8010203011_02,-1.3112051,36.7907932,Nairobi,Nairobi West,Kibera,Laini Saba,U,1.00E+00,0.00E+00,0.00E+00,8864,Nairobi,6776,2948.433838
19_4,8010203011_07,-1.310679374,36.7906146,Nairobi,Nairobi West,Kibera,Laini Saba,U,1.00E+00,0.00E+00,0.00E+00,,Nairobi,11500,2948.433838
19_4,8010203011_05,-1.311486733,36.7904615,Nairobi,Nairobi West,Kibera,Laini Saba,U,1.00E+00,0.00E+00,0.00E+00,1120,Nairobi,6000,2948.433838
19_4,8010203011_03,-1.310828599,36.7906082,Nairobi,Nairobi West,Kibera,Laini Saba,U,1.00E+00,0.00E+00,0.00E+00,6776,Nairobi,11276,2948.433838
19_4,8010203011_10,-1.311384008,36.7912353,Nairobi,Nairobi West,Kibera,Laini Saba,U,1.00E+00,0.00E+00,0.00E+00,6414,Nairobi,16940,2948.433838
1_35,8010101011_06,-1.288491389,36.7533826,Nairobi,Nairobi West,Dagoretti,Kawangware,U,1.00E+00,0.00E+00,0.00E+00,22088,Nairobi,81552,2948.433838
1_35,8010101011_09,-1.288187142,36.7539967,Nairobi,Nairobi West,Dagoretti,Kawangware,U,1.00E+00,0.00E+00,0.00E+00,19688,Nairobi,136000,2948.433838
1_35,8010101011_08,-1.288839676,36.7534232,Nairobi,Nairobi West,Dagoretti,Kawangware,U,1.00E+00,0.00E+00,0.00E+00,13988,Nairobi,232000,2948.433838
1_35,8010101011_01,-1.287914951,36.7536464,Nairobi,Nairobi West,Dagoretti,Kawangware,U,1.00E+00,0.00E+00,0.00E+00,9400,Nairobi,55888,2948.433838
1_35,8010101011_12,-1.287466826,36.7553357,Nairobi,Nairobi West,Dagoretti,Kawangware,U,1.00E+00,0.00E+00,0.00E+00,,Nairobi,110000,2948.433838
1_35,8010101011_07,-1.288790199,36.7534154,Nairobi,Nairobi West,Dagoretti,Kawangware,U,1.00E+00,0.00E+00,1.00E+00,10400,Nairobi,59000,2948.433838
1_35,8010101011_10,-1.288634382,36.7534056,Nairobi,Nairobi West,Dagoretti,Kawangware,U,1.00E+00,0.00E+00,0.00E+00,13388,Nairobi,230888,2948.433838
1_35,8010101011_02,-1.288258558,36.7543371,Nairobi,Nairobi West,Dagoretti,Kawangware,U,1.00E+00,0.00E+00,0.00E+00,10000,Nairobi,47000,2948.433838
1_35,8010101011_04,-1.287864753,36.7551934,Nairobi,Nairobi West,Dagoretti,Kawangware,U,1.00E+00,0.00E+00,0.00E+00,10300,Nairobi,65000,2948.433838
1_35,8010101011_05,-1.288006722,36.7550836,Nairobi,Nairobi West,Dagoretti,Kawangware,U,1.00E+00,0.00E+00,0.00E+00,11088,Nairobi,72500,2948.433838
1_35,8010101011_11,-1.28875238,36.7546865,Nairobi,Nairobi West,Dagoretti,Kawangware,U,1.00E+00,0.00E+00,0.00E+00,11538,Nairobi,45000,2948.433838
1_35,8010101011_03,-1.288064628,36.7534728,Nairobi,Nairobi West,Dagoretti,Kawangware,U,1.00E+00,0.00E+00,0.00E+00,11650,Nairobi,52000,2948.433838
2012_2,3170302011_10,-0.49280307,37.6954532,Eastern,Embu,Kyeni,Kyeni South,R,0.00E+00,0.00E+00,1.00E+00,,Embu,15500,10332.88965
2012_2,3170302011_06,-0.48922014,37.698264,Eastern,Embu,Kyeni,Kyeni South,R,1.00E+00,0.00E+00,0.00E+00,,Embu,28500,1722.148315
2012_2,3170302011_09,-0.492524713,37.6957568,Eastern,Embu,Kyeni,Kyeni South,R,0.00E+00,0.00E+00,1.00E+00,,Embu,107000,10332.88965
2012_2,3170302011_08,-0.492079195,37.6965738,Eastern,Embu,Kyeni,Kyeni South,R,0.00E+00,0.00E+00,1.00E+00,,Embu,227200,10332.88965
2012_2,3170302011_11,-0.492327792,37.6934657,Eastern,Embu,Kyeni,Kyeni South,R,0.00E+00,0.00E+00,1.00E+00,,Embu,70500,10332.88965
2012_2,3170302011_01,-0.491152594,37.6976966,Eastern,Embu,Kyeni,Kyeni South,R,0.00E+00,0.00E+00,0.00E+00,,Embu,48988,10332.88965
2012_2,3170302011_03,-0.489185576,37.6983617,Eastern,Embu,Kyeni,Kyeni South,U,1.00E+00,0.00E+00,0.00E+00,,Embu,20320,9755.520508
2012_2,3170302011_15,-0.48940163,37.6943333,Eastern,Embu,Kyeni,Kyeni South,R,0.00E+00,0.00E+00,1.00E+00,,Embu,175776,10332.88965
2012_2,3170302011_13,-0.489976178,37.6956128,Eastern,Embu,Kyeni,Kyeni South,R,0.00E+00,0.00E+00,1.00E+00,,Embu,24388,10332.88965
2012_2,3170302011_04,-0.490020681,37.6962318,Eastern,Embu,Kyeni,Kyeni South,R,1.00E+00,0.00E+00,0.00E+00,,Embu,127800,1722.148315
2012_2,3170302011_02,-0.491661382,37.6974691,Eastern,Embu,Kyeni,Kyeni South,R,0.00E+00,0.00E+00,0.00E+00,,Embu,41838,10332.88965
2012_2,3170302011_05,-0.489078276,37.69919,Eastern,Embu,Kyeni,Kyeni South,R,0.00E+00,0.00E+00,0.00E+00,,Embu,53100,10332.88965
2012_2,3170302011_07,-0.489865653,37.6970988,Eastern,Embu,Kyeni,Kyeni South,R,0.00E+00,0.00E+00,0.00E+00,,Embu,168000,10332.88965
2012_2,3170302011_12,-0.492016539,37.6940933,Eastern,Embu,Kyeni,Kyeni South,R,0.00E+00,0.00E+00,0.00E+00,,Embu,16150,10332.88965
2012_2,3170302011_14,-0.489369418,37.6945983,Eastern,Embu,Kyeni,Kyeni South,R,0.00E+00,0.00E+00,1.00E+00,,Embu,145376,10332.88965
204_5,4030103031_02,-0.287773833,37.1129756,Central,Nyeri North,Kieni East,Kabaru,R,1.00E+00,0.00E+00,0.00E+00,,Nyeri,19000,8231.438477
204_5,4030103031_06,-0.288759973,37.1051763,Central,Nyeri North,Kieni East,Kabaru,R,1.00E+00,0.00E+00,0.00E+00,4300,Nyeri,80600,8231.438477
204_5,4030103031_01,-0.29080785,37.1119709,Central,Nyeri North,Kieni East,Kabaru,R,1.00E+00,0.00E+00,0.00E+00,3090,Nyeri,29470,8231.438477
204_5,4030103031_03,-0.283419549,37.1083144,Central,Nyeri North,Kieni East,Kabaru,U,1.00E+00,0.00E+00,1.00E+00,,Nyeri,152100,24037.32617
204_5,4030103031_05,-0.288893613,37.1086292,Central,Nyeri North,Kieni East,Kabaru,R,0.00E+00,0.00E+00,1.00E+00,,Nyeri,39000,8664.672852
204_5,4030103031_04,-0.284395775,37.1034984,Central,Nyeri North,Kieni East,Kabaru,R,1.00E+00,0.00E+00,0.00E+00,,Nyeri,130980,8231.438477
204_5,4030103031_08,-0.288358661,37.0999074,Central,Nyeri North,Kieni East,Kabaru,R,1.00E+00,0.00E+00,1.00E+00,,Nyeri,334000,8231.438477
204_5,4030103031_07,-0.287403478,37.1002118,Central,Nyeri North,Kieni East,Kabaru,R,0.00E+00,0.00E+00,0.00E+00,,Nyeri,9800,8664.672852
2083_5,3171201011_08,-0.757684255,37.6499981,Eastern,Mbeere,Kiritiri,Mavuria,R,0.00E+00,0.00E+00,1.00E+00,,Embu,211328,2140.977051
2083_5,3171201011_06,-0.758689594,37.6512386,Eastern,Mbeere,Kiritiri,Mavuria,R,0.00E+00,0.00E+00,0.00E+00,,Embu,13700,2140.977051
2083_5,3171201011_03,-0.751922847,37.6529049,Eastern,Mbeere,Kiritiri,Mavuria,R,0.00E+00,0.00E+00,1.00E+00,,Embu,189000,2140.977051
2083_5,3171201011_04,-0.75850556,37.654574,Eastern,Mbeere,Kiritiri,Mavuria,R,0.00E+00,0.00E+00,0.00E+00,,Embu,74328,2140.977051
2083_5,3171201011_07,-0.757899551,37.6514065,Eastern,Mbeere,Kiritiri,Mavuria,R,0.00E+00,0.00E+00,1.00E+00,,Embu,66048,2140.977051
2083_5,3171201011_02,-0.753368745,37.6530206,Eastern,Mbeere,Kiritiri,Mavuria,R,0.00E+00,0.00E+00,1.00E+00,,Embu,8200,2140.977051
2083_5,3171201011_10,-0.755560738,37.6526777,Eastern,Mbeere,Kiritiri,Mavuria,R,0.00E+00,0.00E+00,1.00E+00,,Embu,142604,2140.977051
2083_5,3171201011_11,-0.758531449,37.6552941,Eastern,Mbeere,Kiritiri,Mavuria,R,0.00E+00,0.00E+00,1.00E+00,,Embu,54600,2140.977051
2083_5,3171201011_09,-0.755492144,37.6521267,Eastern,Mbeere,Kiritiri,Mavuria,R,0.00E+00,0.00E+00,1.00E+00,,Embu,5664,2140.977051
2083_5,3171201011_01,-0.753560592,37.654903,Eastern,Mbeere,Kiritiri,Mavuria,R,0.00E+00,0.00E+00,1.00E+00,,Embu,193000,2140.977051
2083_5,3171201011_05,-0.757991106,37.6546123,Eastern,Mbeere,Kiritiri,Mavuria,R,0.00E+00,0.00E+00,1.00E+00,,Embu,57050,2140.977051
2083_5,3171201011_13,-0.758196273,37.6538814,Eastern,Mbeere,Kiritiri,Mavuria,R,0.00E+00,0.00E+00,1.00E+00,,Embu,212200,2140.977051
2083_5,3171201011_12,-0.758332658,37.654718,Eastern,Mbeere,Kiritiri,Mavuria,R,0.00E+00,0.00E+00,0.00E+00,,Embu,23320,2140.977051
2111_1,3180105031_02,-1.37288246,37.9999693,Eastern,Kitui,Central,Township,U,1.00E+00,0.00E+00,0.00E+00,3600,Kitui,33000,2321.951172
2111_1,3180105031_09,-1.372682905,37.9972764,Eastern,Kitui,Central,Township,R,0.00E+00,0.00E+00,0.00E+00,4000,Kitui,33000,9.753426552
2111_1,3180105031_18,-1.373816867,37.9987327,Eastern,Kitui,Central,Township,U,1.00E+00,0.00E+00,0.00E+00,5450,Kitui,41000,2321.951172
2111_1,3180105031_04,-1.372596518,38.0002442,Eastern,Kitui,Central,Township,U,1.00E+00,0.00E+00,0.00E+00,5900,Kitui,90776,2321.951172
2111_1,3180105031_13,-1.37281239,37.9997115,Eastern,Kitui,Central,Township,P,0.00E+00,0.00E+00,0.00E+00,,Kitui,6000,9.753426552
2111_1,3180105031_11,-1.374404568,37.9990254,Eastern,Kitui,Central,Township,U,0.00E+00,0.00E+00,0.00E+00,,Kitui,3100,413.8663025
2111_1,3180105031_08,-1.374515128,37.9993475,Eastern,Kitui,Central,Township,R,0.00E+00,0.00E+00,0.00E+00,,Kitui,11544,9.753426552
2111_1,3180105031_05,-1.372283228,38.0002899,Eastern,Kitui,Central,Township,P,1.00E+00,0.00E+00,0.00E+00,4388,Kitui,26500,54.72052383
2111_1,3180105031_14,-1.374634845,37.9981673,Eastern,Kitui,Central,Township,P,0.00E+00,0.00E+00,0.00E+00,3080,Kitui,56390,9.753426552
2111_1,3180105031_06,-1.371982351,37.9990803,Eastern,Kitui,Central,Township,U,1.00E+00,0.00E+00,1.00E+00,,Kitui,383400,2321.951172
2111_1,3180105031_03,-1.373406472,37.9997229,Eastern,Kitui,Central,Township,U,1.00E+00,0.00E+00,0.00E+00,3376,Kitui,12380,2321.951172
2111_1,3180105031_12,-1.372350028,37.9968651,Eastern,Kitui,Central,Township,P,1.00E+00,0.00E+00,0.00E+00,,Kitui,115000,54.72052383
2111_1,3180105031_15,-1.371931335,37.9999642,Eastern,Kitui,Central,Township,U,1.00E+00,0.00E+00,1.00E+00,13388,Makueni,151388,124.3483505
2111_1,3180105031_07,-1.37474879,37.9952468,Eastern,Kitui,Central,Township,R,0.00E+00,0.00E+00,0.00E+00,,Kitui,31440,9.753426552
2111_1,3180105031_17,-1.373652357,37.9994946,Eastern,Kitui,Central,Township,P,1.00E+00,0.00E+00,0.00E+00,,Kitui,249000,54.72052383
2111_1,3180105031_01,-1.375388909,37.9973197,Eastern,Kitui,Central,Township,P,0.00E+00,0.00E+00,0.00E+00,5180,Kitui,11500,9.753426552
2111_1,3180105031_10,-1.374580195,37.9946991,Eastern,Kitui,Central,Township,P,1.00E+00,0.00E+00,0.00E+00,,Kitui,10568,54.72052383
2111_1,3180105031_19,-1.373890249,37.998378,Eastern,Kitui,Central,Township,U,1.00E+00,0.00E+00,1.00E+00,6100,Makueni,25000,124.3483505
2111_1,3180105031_16,-1.374833859,37.9985768,Eastern,Kitui,Central,Township,P,0.00E+00,0.00E+00,0.00E+00,5028,Kitui,24942,9.753426552
212_5,4030105031_03,-0.024779766,37.0538604,Central,Nyeri North,Kieni East,Gakawa,R,0.00E+00,0.00E+00,0.00E+00,,Nyeri,17000,62.26808929
212_5,4030105031_11,-0.013796042,37.0616192,Central,Nyeri North,Kieni East,Gakawa,U,1.00E+00,0.00E+00,0.00E+00,7790,Nyeri,77400,3373.027588
212_5,4030105031_02,-0.02300183,37.0595107,Central,Nyeri North,Kieni East,Gakawa,R,0.00E+00,0.00E+00,0.00E+00,,Nyeri,,62.26808929
212_5,4030105031_01,-0.02389173,37.061665,Central,Nyeri North,Kieni East,Gakawa,R,1.00E+00,0.00E+00,0.00E+00,2848,Nyeri,21400,1155.072998
212_5,4030105031_05,-0.027017616,37.0637126,Central,Nyeri North,Kieni East,Gakawa,R,1.00E+00,0.00E+00,1.00E+00,,Nyeri,68100,1155.072998
212_5,4030105031_09,-0.004776685,37.059821,Central,Nyeri North,Kieni East,Gakawa,U,1.00E+00,0.00E+00,0.00E+00,56540,Nyeri,187330,3373.027588
212_5,4030105031_06,-0.015210013,37.0643394,Central,Nyeri North,Kieni East,Gakawa,U,0.00E+00,0.00E+00,0.00E+00,3090,Nyeri,87700,181.8343811
212_5,4030105031_10,-0.004928848,37.0610011,Central,Nyeri North,Kieni East,Gakawa,U,1.00E+00,0.00E+00,0.00E+00,7400,Nyeri,31600,3373.027588
212_5,4030105031_08,-0.007508841,37.0567135,Central,Nyeri North,Kieni East,Gakawa,U,1.00E+00,0.00E+00,0.00E+00,5040,Nyeri,57800,3373.027588
212_5,4030105031_04,-0.029850724,37.0726925,Central,Nyeri North,Kieni East,Gakawa,R,1.00E+00,0.00E+00,0.00E+00,,Nyeri,62200,1155.072998
212_5,4030105031_07,-0.016651604,37.053061,Central,Nyeri North,Kieni East,Gakawa,U,0.00E+00,0.00E+00,1.00E+00,,Nyeri,4000,181.8343811
2156_2,3180307021_16,-1.186802747,37.7718633,Eastern,Kitui,Mutonguni,Katutu,R,0.00E+00,0.00E+00,0.00E+00,,Kitui,16852,1988.337036
2156_2,3180307021_03,-1.188516771,37.770188,Eastern,Kitui,Mutonguni,Katutu,R,0.00E+00,0.00E+00,1.00E+00,,Kitui,36550,1988.337036
2156_2,3180307021_12,-1.182537008,37.7689093,Eastern,Kitui,Mutonguni,Katutu,R,0.00E+00,0.00E+00,0.00E+00,,Kitui,5000,1988.337036
2156_2,3180307021_15,-1.182991133,37.7646767,Eastern,Kitui,Mutonguni,Katutu,R,0.00E+00,0.00E+00,1.00E+00,,Kitui,13650,1988.337036
2156_2,3180307021_08,-1.182074447,37.7604221,Eastern,Kitui,Mutonguni,Katutu,R,0.00E+00,0.00E+00,1.00E+00,,Kitui,16650,1988.337036
2156_2,3180307021_05,-1.187399368,37.771388,Eastern,Kitui,Mutonguni,Katutu,R,0.00E+00,0.00E+00,1.00E+00,,Kitui,3364,1988.337036
2156_2,3180307021_04,-1.187794141,37.77126,Eastern,Kitui,Mutonguni,Katutu,R,0.00E+00,0.00E+00,0.00E+00,,Kitui,14664,1988.337036
2156_2,3180307021_06,-1.185791236,37.7725453,Eastern,Kitui,Mutonguni,Katutu,R,0.00E+00,0.00E+00,1.00E+00,,Kitui,40976,1988.337036
2156_2,3180307021_09,-1.179583782,37.7579369,Eastern,Kitui,Mutonguni,Katutu,R,0.00E+00,0.00E+00,0.00E+00,,Kitui,12638,1988.337036
2156_2,3180307021_10,-1.17564566,37.7575377,Eastern,Kitui,Mutonguni,Katutu,R,0.00E+00,0.00E+00,0.00E+00,,Kitui,11500,1988.337036
2156_2,3180307021_02,-1.18894307,37.7689663,Eastern,Kitui,Mutonguni,Katutu,R,0.00E+00,0.00E+00,1.00E+00,,Kitui,3460,1988.337036
2156_2,3180307021_07,-1.182059356,37.7626768,Eastern,Kitui,Mutonguni,Katutu,R,0.00E+00,0.00E+00,0.00E+00,,Kitui,1240,1988.337036
2156_2,3180307021_01,-1.187081472,37.7723962,Eastern,Kitui,Mutonguni,Katutu,R,0.00E+00,0.00E+00,1.00E+00,,Kitui,,1988.337036
2156_2,3180307021_13,-1.181860264,37.7650384,Eastern,Kitui,Mutonguni,Katutu,R,0.00E+00,0.00E+00,1.00E+00,,Kitui,16350,1988.337036
2156_2,3180307021_11,-1.190172512,37.7710628,Eastern,Kitui,Mutonguni,Katutu,R,0.00E+00,0.00E+00,1.00E+00,,Kitui,29510,1988.337036
2156_2,3180307021_14,-1.182336229,37.7665276,Eastern,Kitui,Mutonguni,Katutu,R,0.00E+00,0.00E+00,1.00E+00,,Kitui,9000,1988.337036
2177_5,3180406031_18,-1.601391644,38.1322135,Eastern,Kitui,Chuluni,Mbitini,R,0.00E+00,0.00E+00,0.00E+00,,Kitui,27900,1990.556152
2177_5,3180406031_17,-1.602862982,38.1300967,Eastern,Kitui,Chuluni,Mbitini,R,1.00E+00,0.00E+00,1.00E+00,,Kitui,108500,1557.82666
2177_5,3180406031_09,-1.590946362,38.1384858,Eastern,Kitui,Chuluni,Mbitini,R,0.00E+00,0.00E+00,0.00E+00,,Kitui,18120,1990.556152
2177_5,3180406031_10,-1.589768792,38.1379885,Eastern,Kitui,Chuluni,Mbitini,R,0.00E+00,0.00E+00,0.00E+00,,Kitui,4400,1990.556152
2177_5,3180406031_15,-1.606826951,38.1335687,Eastern,Kitui,Chuluni,Mbitini,R,0.00E+00,0.00E+00,1.00E+00,,Kitui,3700,1990.556152
2177_5,3180406031_08,-1.602996401,38.1329236,Eastern,Kitui,Chuluni,Mbitini,R,0.00E+00,0.00E+00,0.00E+00,,Kitui,17500,1990.556152
